DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","All students -Detail","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","All Students Report","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Detail codes only","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","Detail Codes Report","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Not enrolled students with awards","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","Non-Enrolled Students with Awards Report","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Detail codes - Waivers","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","Crosstab","Tuition Waivers - Summary","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Veteran Benefits for IPEDS crosstab","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","Veteran Benefits for IPEDS Report","N",,"N"
"FAISMGR","FREEMAND","BURSAR FINANCIAL AID TRANSACTIONS","Veteran Benefits for IPEDS report","Financial Aid.Bursar Data","Financial Aid Bursar Analysis","CSV Report","Veteran Benefits for IPEDS Report","N",,"N"
"FAISMGR","FREEMAND","EOF","ROAUSDF - Continuing Students-e-mail address","Financial Aid","Financial Aid Contact Information","CSV Report","Email Address Report - EOF Students","N",,"N"
"FAISMGR","FREEMAND","Phone numbers and e-mail addresses","RNANA - Address, e-mail and phone numbers","Financial Aid","Financial Aid Contact Information","CSV Report","Application Information Report","N",,"N"
"FAISMGR","FREEMAND","Phone numbers and e-mail addresses","GOAEMAL -e-mail address","Financial Aid","Financial Aid Contact Information","CSV Report","Email Address Report","N",,"N"
"FAISMGR","FREEMAND","Phone numbers and e-mail addresses","CELL phone numbers","Financial Aid","Financial Aid Contact Information","CSV Report","Phone Numbers Report","N",,"N"
"FAISMGR","FREEMAND","Phone numbers and e-mail addresses","SPAIDEN -Phone Numbers","Financial Aid","Financial Aid Contact Information","CSV Report","Phone Numbers Report","N",,"N"
"FAISMGR","FREEMAND","SAP","All e-mail and mailing addresses","Financial Aid","Financial Aid Contact Information","CSV Report","PR Addresses and Student Emails Report","N",,"N"
"FAISMGR","FREEMAND","Vicki-Loan reports","Sheet 6","Financial Aid","Financial Aid Contact Information","CSV Report","Email Address Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP appeal form required","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","SAP Appeal Form Required Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Appeals submitted and date","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","SAP Appeal Form Submitted Report","N",,"N"
"FAISMGR","FREEMAND","Scholarship Recipients-Donna G","FAFSCH","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","FAFSCH/ISIR Report","N",,"N"
"FAISMGR","FREEMAND","Scholarship Recipients-Donna G","FAFSCH 2","Financial Aid.Requirements","Financial Aid Requirements Analysis","Crosstab","FAFSCH/ISIR Status","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","By Document selection","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Documents Report","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","FAFSCH","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","FAFSCH Required Documents Report","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","MPN required","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","MPN Required Documents Report","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","MPN-ENT w phone numbers","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","MPN/ENT Required Documents Report - with Phone Numbers","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","Documents required","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Required Documents Report","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","With E-mail address","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Required Documents Report - with Preferred Email","N",,"N"
"FAISMGR","FREEMAND","Tracking Requirements","TAG Q not done","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","TAGQ Required Documents Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Credit Registration by Student Type","Student.FRST Program","FRST Program Analysis","MultiColumn ListBox","""Credit Registration by Student Type""","N",,"N"
"SATURN","COMP","FRST Program Reports","Developmental Students","Student.FRST Program","FRST Program Analysis","MultiColumn ListBox","""Developmental Students""","N",,"N"
"SATURN","COMP","FRST Program Reports","Registration Status in FRST Courses","Student.FRST Program","FRST Program Analysis","MultiColumn ListBox","""Registration Status in FRST Courses""","N",,"N"
"SATURN","COMP","FRST Program Reports","Test Score of 5 - All Student Report","Student.FRST Program","FRST Program Analysis","CSV Report","All Students - Test Score of 5 Report","N",,"N"
"SATURN","COMP","FRST Program Reports","C Grades and less in a Term","Student.FRST Program","FRST Program Analysis","CSV Report","C Grades and Less in a Term Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Enrolled Student Status - Incoming Class","Student.FRST Program","FRST Program Analysis","CSV Report","Enrolled Students - Incoming Class Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Enrolled Students - Test Score of 7","Student.FRST Program","FRST Program Analysis","CSV Report","Enrolled Students - Test Score of 7 Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Improperly Registered Students - Test Score of 7","Student.FRST Program","FRST Program Analysis","CSV Report","Improperly Registered Students - Test Score of 7 Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Incomplete or an FI Purpose","Student.FRST Program","FRST Program Analysis","CSV Report","Incomplete Grades/FI Purpose Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Test Score of 2 - Placed Out Student Registered in Courses","Student.FRST Program","FRST Program Analysis","CSV Report","Placed Out, Registered Students - Test Score of 2 Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Test Score of 6 - Registration Status","Student.FRST Program","FRST Program Analysis","CSV Report","Registration Status - Test Score of 6 Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Studens up for Dismissal","Student.FRST Program","FRST Program Analysis","CSV Report","Students Up for Dismissal Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Students Without Grades","Student.FRST Program","FRST Program Analysis","CSV Report","Students Without Grades Report","N",,"N"
"SATURN","COMP","FRST Program Reports","Test Score of 0 - Transfer Student Registered in Courses","Student.FRST Program","FRST Program Analysis","CSV Report","Transfer Student Registered in Courses - Test Score of 0 Report","N",,"N"
"SATURN","COMP","FRST Program Reports","WI Grades in a Term","Student.FRST Program","FRST Program Analysis","CSV Report","WI Grades Report","N",,"N"
"SATURN","COMP","FRST Program Reports Part 2","Current Status All Students","Student.FRST Program","FRST Program Analysis","MultiColumn ListBox","""Students with 'FN' Test Purpose Code""","N",,"N"
"SATURN","COMP","FRST Program Reports Part 2","Hold 41 Report","Student.FRST Program","FRST Program Analysis","MultiColumn ListBox","""Students with Hold 41""","N",,"N"
"SATURN","COMP","FRST Program Reports Part 2","Enrolled in FRST1100","Student.FRST Program","FRST Program Analysis","CSV Report","Students Enrolled in FRST1100 Report","N",,"N"
"COMP","COMP","GameRoom Reports","Usage Detail","General.Gameroom Usage","Gameroom Usage Analysis","CSV Report","Usage Detail Report","N",,"N"
"COMP","COMP","GameRoom Reports","Usage Summary by Equipment","General.Gameroom Usage","Gameroom Usage Analysis","Crosstab","Usage Summary by Equipment","N",,"N"
"COMP","COMP","GameRoom Reports","Weekday Usage Detail","General.Gameroom Usage","Gameroom Usage Analysis","CSV Report","Weekday Usage Detail Report","N",,"N"
"COMP","COMP","GameRoom Reports","Weekend Usage Detail","General.Gameroom Usage","Gameroom Usage Analysis","CSV Report","Weekend Usage Detail Report","N",,"N"
"FAISMGR","FREEMAND","GPA","GPA-by fund","Financial Aid.Academic Progress","GPA Analysis","CSV Report","GPA Report - with Accepted Amount","N",,"N"
"FAISMGR","FREEMAND","GPA","GPA-by fund crosstab","Financial Aid.Academic Progress","GPA Analysis","CSV Report","Accepted Awards Summary - with GPA","N",,"N"
"FAISMGR","FREEMAND","GPA","GPA-by fund-GPA < 3.00","Financial Aid.Academic Progress","GPA Analysis","CSV Report","GPA Below 3.00 Report - with Accepted Amount","N",,"N"
"FAISMGR","FREEMAND","GPA","GPA-last term attended","Financial Aid.Academic Progress","GPA Analysis","CSV Report","GPA Report - Last Term Attended","N",,"N"
"FAISMGR","FREEMAND","PELL","PELL Students who graduated","Financial Aid","PELL Award Analysis","Crosstab","PELL Students Who Graduated Summary","N",,"N"
"FAISMGR","FREEMAND","PELL","Summer PELL to be awarded","Financial Aid","PELL Award Analysis","CSV Report","Summer PELL To Be Awarded Report - Full-Time","N",,"N"
"FAISMGR","FREEMAND","PELL","Summer PELL < half-time","Financial Aid","PELL Award Analysis","CSV Report","Summer PELL To Be Awarded Report - Less Than Half-Time","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Division - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Division All Preceptor - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Preceptor - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Term, All Preceptors - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","Faculty Only - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","For College - All Question Detail","Student.Advising","Preceptor Evaluations Analysis","Crosstab","All Questions Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Term, All Preceptors - All Comments","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Comments Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","Comments - Only Faculty","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Comments Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","Comments by Preceptor","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Comments Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","Comments Division - All Preceptors","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Comments Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Division - Overall Satisfaction","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Overall Satisfaction Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","By Preceptor - Overall Satisfaction","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Overall Satisfaction Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","For College - Overall Satisfaction","Student.Advising","Preceptor Evaluations Analysis","CSV Report","Overall Satisfaction Report","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","Summary Percentages","Student.Advising","Preceptor Evaluations Analysis","Crosstab","Percentage Responding Summary","N",,"N"
"COMP","COMP","Preceptor Evaluations - Term Parameter","Summary Percentage for College","Student.Advising","Preceptor Evaluations Analysis","Crosstab","Percentage Responding Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Concentration count","Institutional Research","Program Review Analysis","Crosstab","Concentration Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Concentration Count by Major","Institutional Research","Program Review Analysis","Crosstab","Concentration Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Gender for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Gender for Minor","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","GPA for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","GPA for Minor","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Major Count","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Minor Count","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Race & Ethn for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","Race & Ethn for Minor","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","SAT for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review Student Basis","SAT for Minor","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review","Gender for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review","Gender for Minor","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review","GPA for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review","GPA for Minor","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review","Major Count","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review","Minor Count","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
"INSTR","COMP","Program Review","Race & Ethn for Major","Institutional Research","Program Review Analysis","Crosstab","Major Count Summary","N",,"N"
"INSTR","COMP","Program Review","Race & Ethn for Minor","Institutional Research","Program Review Analysis","Crosstab","Minor Count Summary","N",,"N"
